date_time,Netherlands_maxtempC,Netherlands_mintempC,Netherlands_totalSnow_cm,Netherlands_sunHour,Netherlands_uvIndex,Netherlands_moon_illumination,Netherlands_moonrise,Netherlands_moonset,Netherlands_sunrise,Netherlands_sunset,Netherlands_DewPointC,Netherlands_FeelsLikeC,Netherlands_HeatIndexC,Netherlands_WindChillC,Netherlands_WindGustKmph,Netherlands_cloudcover,Netherlands_humidity,Netherlands_precipMM,Netherlands_pressure,Netherlands_tempC,Netherlands_visibility,Netherlands_winddirDegree,Netherlands_windspeedKmph,Netherlands_location
2021-01-29,8,-1,0.0,8.7,1,90,06:27 PM,07:55 AM,07:02 AM,05:23 PM,-2,-0,3,-0,17,54,72,0.0,1028,8,10,154,10,Netherlands
2021-01-30,9,2,0.0,3.8,2,82,07:35 PM,08:32 AM,07:02 AM,05:24 PM,4,2,6,2,40,68,83,4.3,1014,9,9,167,23,Netherlands
2021-01-31,10,5,0.0,3.8,2,79,08:43 PM,09:06 AM,07:01 AM,05:25 PM,5,5,9,5,43,84,78,1.2,1009,10,10,272,28,Netherlands
2021-02-01,3,1,0.0,3.8,1,63,09:51 PM,09:38 AM,07:00 AM,05:26 PM,-2,-3,2,-3,33,82,77,0.0,1022,3,10,335,23,Netherlands
2021-02-02,6,-1,0.0,8.7,2,55,10:59 PM,10:08 AM,06:59 AM,05:27 PM,-3,-1,2,-1,15,2,71,0.0,1025,6,10,242,10,Netherlands
2021-02-03,7,-1,0.0,8.7,2,48,No moonrise,10:39 AM,06:58 AM,05:28 PM,-3,-0,2,-0,13,18,71,0.0,1023,7,10,106,8,Netherlands
2021-02-04,12,4,0.0,4.0,2,40,12:07 AM,11:13 AM,06:57 AM,05:29 PM,3,4,7,4,45,61,77,0.4,1007,12,9,200,28,Netherlands
2021-02-05,8,-1,0.0,8.7,2,33,01:17 AM,11:50 AM,06:56 AM,05:30 PM,-3,-1,3,-1,22,23,66,0.1,1014,8,10,269,14,Netherlands
2021-02-06,7,0,0.0,4.0,1,25,02:27 AM,12:33 PM,06:56 AM,05:31 PM,-0,-1,3,-1,24,88,80,3.0,1017,7,8,77,16,Netherlands
2021-02-07,-0,-6,0.0,7.1,1,18,03:36 AM,01:24 PM,06:55 AM,05:32 PM,-7,-9,-3,-9,26,58,73,1.9,1022,-0,10,30,20,Netherlands
