date_time,Serbia_maxtempC,Serbia_mintempC,Serbia_totalSnow_cm,Serbia_sunHour,Serbia_uvIndex,Serbia_moon_illumination,Serbia_moonrise,Serbia_moonset,Serbia_sunrise,Serbia_sunset,Serbia_DewPointC,Serbia_FeelsLikeC,Serbia_HeatIndexC,Serbia_WindChillC,Serbia_WindGustKmph,Serbia_cloudcover,Serbia_humidity,Serbia_precipMM,Serbia_pressure,Serbia_tempC,Serbia_visibility,Serbia_winddirDegree,Serbia_windspeedKmph,Serbia_location
2020-11-04,16,11,0.0,3.8,3,66,06:47 PM,09:55 AM,06:20 AM,04:22 PM,10,13,13,13,9,72,81,0.0,1023,16,10,89,6,Serbia
2020-11-05,12,10,0.0,3.7,3,58,07:35 PM,10:53 AM,06:22 AM,04:21 PM,9,11,11,11,9,99,83,7.9,1029,12,7,165,6,Serbia
2020-11-06,13,9,0.0,3.7,3,51,08:31 PM,11:45 AM,06:23 AM,04:19 PM,6,10,10,10,12,78,74,1.4,1033,13,9,327,8,Serbia
2020-11-07,14,7,0.0,8.7,4,43,09:36 PM,12:30 PM,06:25 AM,04:18 PM,2,10,10,10,6,9,58,0.0,1033,14,10,165,4,Serbia
2020-11-08,16,8,0.0,8.7,4,36,10:46 PM,01:09 PM,06:26 AM,04:17 PM,5,11,12,11,9,10,64,0.0,1028,16,10,167,6,Serbia
2020-11-09,15,9,0.0,8.7,4,28,11:59 PM,01:42 PM,06:27 AM,04:16 PM,6,12,12,12,4,2,68,0.0,1026,15,10,152,3,Serbia
2020-11-10,14,8,0.0,8.7,4,21,No moonrise,02:10 PM,06:29 AM,04:15 PM,6,10,11,10,14,6,71,0.0,1028,14,10,116,9,Serbia
2020-11-11,13,7,0.0,8.7,4,13,01:15 AM,02:36 PM,06:30 AM,04:13 PM,4,7,9,7,26,2,70,0.0,1029,13,10,117,17,Serbia
2020-11-12,12,5,0.0,8.7,3,6,02:32 AM,03:02 PM,06:31 AM,04:12 PM,3,7,8,7,16,5,71,0.0,1027,12,10,132,10,Serbia
2020-11-13,13,7,0.0,8.7,3,0,03:51 AM,03:29 PM,06:33 AM,04:11 PM,6,11,10,11,5,47,74,1.3,1026,13,10,175,3,Serbia
2020-11-14,14,8,0.0,8.7,4,0,05:12 AM,03:58 PM,06:34 AM,04:10 PM,6,10,11,10,8,11,73,0.0,1026,14,10,104,5,Serbia
2020-11-15,14,8,0.0,8.7,4,0,06:35 AM,04:32 PM,06:35 AM,04:09 PM,5,11,11,11,10,18,69,0.0,1024,14,10,117,6,Serbia
2020-11-16,16,9,0.0,8.7,4,2,07:57 AM,05:13 PM,06:37 AM,04:08 PM,5,11,12,11,13,28,65,0.0,1021,16,10,137,8,Serbia
2020-11-17,8,5,0.0,3.6,2,9,09:13 AM,06:02 PM,06:38 AM,04:07 PM,6,7,8,7,10,84,86,6.8,1027,8,7,306,7,Serbia
2020-11-18,11,6,0.0,8.7,2,17,10:21 AM,07:01 PM,06:39 AM,04:07 PM,6,8,9,8,6,49,83,0.3,1031,11,8,215,4,Serbia
2020-11-19,13,7,0.0,8.7,4,24,11:17 AM,08:06 PM,06:41 AM,04:06 PM,5,7,9,7,24,3,73,0.0,1026,13,10,125,16,Serbia
2020-11-20,8,5,0.0,3.6,2,32,12:00 PM,09:14 PM,06:42 AM,04:05 PM,2,4,6,4,18,64,75,1.0,1025,8,9,165,12,Serbia
2020-11-21,5,-3,0.0,5.3,1,39,12:35 PM,10:22 PM,06:43 AM,04:04 PM,-2,0,3,0,17,67,67,1.9,1033,5,10,328,13,Serbia
2020-11-22,7,2,0.0,8.7,2,47,01:03 PM,11:28 PM,06:45 AM,04:03 PM,0,3,4,3,10,28,75,0.0,1034,7,10,150,7,Serbia
2020-11-23,8,2,0.0,8.7,2,54,01:27 PM,No moonset,06:46 AM,04:03 PM,-0,5,5,5,6,33,71,0.0,1028,8,10,207,4,Serbia
2020-11-24,9,3,0.0,8.7,3,62,01:48 PM,12:31 AM,06:47 AM,04:02 PM,1,5,6,5,8,23,70,0.0,1029,9,10,219,5,Serbia
2020-11-25,8,2,0.0,8.7,3,70,02:08 PM,01:34 AM,06:49 AM,04:01 PM,0,3,5,3,14,1,70,0.0,1026,8,10,116,9,Serbia
2020-11-26,11,4,0.0,8.7,3,77,02:27 PM,02:35 AM,06:50 AM,04:01 PM,1,7,7,7,5,0,63,0.0,1024,11,10,134,4,Serbia
2020-11-27,8,3,0.0,8.7,3,85,02:48 PM,03:37 AM,06:51 AM,04:00 PM,0,6,6,6,4,16,68,0.0,1023,8,10,285,3,Serbia
2020-11-28,7,2,0.0,8.7,2,92,03:11 PM,04:39 AM,06:52 AM,04:00 PM,-0,4,4,4,5,20,74,0.0,1020,7,10,54,4,Serbia
2020-11-29,5,1,0.0,3.4,1,100,03:37 PM,05:42 AM,06:53 AM,03:59 PM,-1,2,3,2,6,87,75,0.7,1021,5,9,99,4,Serbia
2020-11-30,3,-2,0.0,3.4,1,100,04:08 PM,06:45 AM,06:55 AM,03:59 PM,-3,-0,1,-0,6,72,71,0.0,1027,3,10,186,4,Serbia
2020-12-01,3,-1,0.0,8.7,2,89,04:45 PM,07:49 AM,06:56 AM,03:59 PM,-4,-2,1,-2,19,7,71,0.0,1024,3,10,111,12,Serbia
2020-12-02,3,-2,0.0,6.9,1,82,05:32 PM,08:48 AM,06:57 AM,03:58 PM,-6,-4,1,-4,30,43,61,0.0,1021,3,10,118,19,Serbia
2020-12-03,7,1,0.0,5.2,1,75,06:25 PM,09:43 AM,06:58 AM,03:58 PM,-1,-2,4,-2,48,59,68,0.2,1013,7,9,130,34,Serbia
2020-12-04,8,3,0.0,8.7,3,67,07:28 PM,10:30 AM,06:59 AM,03:58 PM,0,1,6,1,47,15,69,0.0,1008,8,10,128,33,Serbia
2020-12-05,12,6,0.0,8.6,3,60,08:35 PM,11:11 AM,07:00 AM,03:58 PM,4,5,9,5,45,6,71,0.0,1012,12,10,130,28,Serbia
2020-12-06,14,9,0.0,8.6,4,53,09:47 PM,11:45 AM,07:01 AM,03:57 PM,5,7,11,7,57,12,68,0.0,1011,14,10,127,37,Serbia
2020-12-07,10,6,0.0,3.2,2,46,10:59 PM,12:13 PM,07:02 AM,03:57 PM,3,5,9,5,50,75,70,7.8,1009,10,9,129,34,Serbia
2020-12-08,8,4,0.0,8.5,3,38,No moonrise,12:39 PM,07:03 AM,03:57 PM,2,2,6,2,36,27,74,0.4,1012,8,9,126,25,Serbia
2020-12-09,8,5,0.0,3.2,2,31,12:13 AM,01:04 PM,07:04 AM,03:57 PM,2,3,7,3,48,65,71,3.7,1008,8,10,124,34,Serbia
2020-12-10,11,5,0.0,8.5,2,24,01:28 AM,01:29 PM,07:05 AM,03:57 PM,5,7,8,7,15,33,79,0.0,1006,11,10,143,9,Serbia
2020-12-11,10,5,0.0,8.5,3,17,02:45 AM,01:55 PM,07:06 AM,03:57 PM,4,6,7,6,9,21,83,0.0,1007,10,10,118,6,Serbia
2020-12-12,9,6,0.0,3.2,2,9,04:05 AM,02:25 PM,07:07 AM,03:57 PM,4,6,7,6,13,99,81,0.4,1003,9,9,123,8,Serbia
2020-12-13,7,4,0.0,3.2,2,2,05:26 AM,03:02 PM,07:08 AM,03:57 PM,3,4,6,4,11,92,82,0.0,1009,7,10,304,8,Serbia
2020-12-14,6,4,0.0,5.0,2,0,06:45 AM,03:47 PM,07:08 AM,03:58 PM,2,3,5,3,14,66,80,0.0,1018,6,10,290,10,Serbia
2020-12-15,7,2,0.0,8.5,3,0,07:58 AM,04:41 PM,07:09 AM,03:58 PM,1,3,4,3,12,10,79,0.0,1022,7,10,131,7,Serbia
2020-12-16,8,3,0.0,8.5,2,5,09:01 AM,05:44 PM,07:10 AM,03:58 PM,2,3,5,3,12,44,81,0.0,1024,8,10,140,7,Serbia
2020-12-17,8,3,0.0,8.5,3,12,09:52 AM,06:53 PM,07:11 AM,03:58 PM,2,5,5,5,5,17,78,0.0,1026,8,10,124,3,Serbia
2020-12-18,7,3,0.0,8.5,3,20,10:32 AM,08:03 PM,07:11 AM,03:59 PM,1,5,5,5,4,20,77,0.0,1028,7,10,249,2,Serbia
2020-12-19,8,3,0.0,8.5,3,27,11:04 AM,09:12 PM,07:12 AM,03:59 PM,2,5,5,5,6,6,80,0.0,1028,8,10,126,4,Serbia
2020-12-20,7,3,0.0,8.7,3,34,11:30 AM,10:18 PM,07:12 AM,04:00 PM,1,3,4,3,14,15,78,0.0,1027,7,10,121,8,Serbia
2020-12-21,7,3,0.0,8.7,3,41,11:53 AM,11:23 PM,07:13 AM,04:00 PM,1,2,5,2,22,46,76,0.0,1028,7,10,123,14,Serbia
2020-12-22,7,2,0.0,6.9,2,49,12:13 PM,No moonset,07:13 AM,04:01 PM,2,3,5,3,11,55,80,0.1,1026,7,9,141,7,Serbia
2020-12-23,12,6,0.0,8.7,3,56,12:32 PM,12:24 AM,07:14 AM,04:01 PM,5,9,9,9,7,49,72,0.1,1023,12,10,182,4,Serbia
2020-12-24,13,9,0.0,6.9,3,63,12:52 PM,01:26 AM,07:14 AM,04:02 PM,5,10,11,10,21,53,66,0.0,1016,13,10,184,10,Serbia
2020-12-25,8,6,0.0,3.3,2,70,01:14 PM,02:28 AM,07:15 AM,04:02 PM,6,6,7,6,11,96,89,23.9,1012,8,7,245,8,Serbia
2020-12-26,6,4,0.0,5.1,2,78,01:39 PM,03:31 AM,07:15 AM,04:03 PM,1,3,5,3,15,82,75,8.5,1019,6,9,267,11,Serbia
2020-12-27,6,2,0.0,3.3,1,85,02:08 PM,04:34 AM,07:15 AM,04:04 PM,-1,2,4,2,16,74,73,0.0,1014,6,10,184,11,Serbia
2020-12-28,11,3,0.0,5.1,2,92,02:43 PM,05:38 AM,07:15 AM,04:05 PM,3,5,8,5,35,60,66,0.1,999,11,10,150,22,Serbia
2020-12-29,12,8,0.0,6.9,2,100,03:26 PM,06:39 AM,07:16 AM,04:05 PM,4,7,9,7,32,54,70,2.2,1003,12,10,157,19,Serbia
2020-12-30,12,9,0.0,3.3,3,100,04:18 PM,07:37 AM,07:16 AM,04:06 PM,6,8,10,8,32,81,74,8.3,1007,12,8,165,19,Serbia
2020-12-31,9,6,0.0,5.1,2,89,05:19 PM,08:27 AM,07:16 AM,04:07 PM,6,7,7,7,9,86,90,7.5,1007,9,8,220,6,Serbia
2021-01-01,9,4,0.0,8.7,2,79,06:26 PM,09:11 AM,07:16 AM,04:08 PM,1,5,7,5,16,36,69,0.1,1014,9,10,184,10,Serbia
2021-01-02,10,4,0.0,8.7,3,71,07:38 PM,09:47 AM,07:16 AM,04:09 PM,1,4,7,4,32,13,67,0.0,1017,10,10,133,19,Serbia
2021-01-03,9,2,0.0,6.9,2,64,08:50 PM,10:17 AM,07:16 AM,04:10 PM,3,3,6,3,28,56,75,0.0,1014,9,10,134,18,Serbia
2021-01-04,10,6,0.0,5.1,2,57,10:03 PM,10:44 AM,07:16 AM,04:11 PM,5,6,8,6,19,78,82,4.0,1012,10,9,164,11,Serbia
2021-01-05,10,5,0.0,8.7,2,50,11:16 PM,11:09 AM,07:16 AM,04:12 PM,3,5,7,5,17,49,74,2.7,1013,10,9,203,11,Serbia
2021-01-06,9,6,0.0,3.4,2,42,No moonrise,11:33 AM,07:16 AM,04:13 PM,3,5,7,5,23,87,71,4.7,1013,9,10,186,14,Serbia
2021-01-07,8,5,0.0,8.7,3,35,12:30 AM,11:57 AM,07:15 AM,04:14 PM,2,5,6,5,11,47,75,7.4,1015,8,10,177,7,Serbia
2021-01-08,6,4,0.0,3.4,2,28,01:46 AM,12:24 PM,07:15 AM,04:15 PM,2,4,5,4,9,93,77,0.6,1015,6,9,177,6,Serbia
2021-01-09,4,-1,0.0,5.2,1,20,03:04 AM,12:57 PM,07:15 AM,04:16 PM,-1,0,2,0,9,71,82,0.0,1021,4,9,213,6,Serbia
2021-01-10,3,1,5.5,3.4,1,13,04:21 AM,01:36 PM,07:15 AM,04:17 PM,-0,-1,2,-1,15,92,87,8.2,1020,3,7,47,11,Serbia
2021-01-11,1,-4,17.2,3.4,1,6,05:36 AM,02:25 PM,07:14 AM,04:18 PM,-0,-3,-0,-3,12,100,98,20.5,1020,1,2,204,8,Serbia
2021-01-12,-0,-2,0.2,3.4,1,0,06:43 AM,03:24 PM,07:14 AM,04:20 PM,-2,-3,-1,-3,9,96,95,0.4,1017,-0,6,248,6,Serbia
2021-01-13,1,-2,0.0,3.4,1,0,07:40 AM,04:30 PM,07:13 AM,04:21 PM,-2,-4,-1,-4,15,66,89,0.1,1014,1,10,234,9,Serbia
2021-01-14,0,-3,2.1,3.4,1,1,08:25 AM,05:41 PM,07:13 AM,04:22 PM,-4,-6,-1,-6,21,68,81,4.7,1014,0,8,261,13,Serbia
2021-01-15,0,-3,0.1,3.4,1,8,09:01 AM,06:52 PM,07:12 AM,04:23 PM,-4,-7,-2,-7,24,83,87,0.1,1019,0,10,276,16,Serbia
2021-01-16,-2,-4,1.5,3.4,1,16,09:30 AM,08:01 PM,07:12 AM,04:24 PM,-5,-7,-3,-7,20,89,84,1.9,1020,-2,7,305,13,Serbia
2021-01-17,-2,-5,2.0,3.4,1,23,09:54 AM,09:07 PM,07:11 AM,04:26 PM,-5,-8,-4,-8,18,93,89,3.0,1019,-2,8,275,12,Serbia
2021-01-18,-3,-9,0.0,6.9,1,30,10:16 AM,10:11 PM,07:10 AM,04:27 PM,-6,-9,-5,-9,14,60,90,0.0,1026,-3,8,260,9,Serbia
2021-01-19,1,-5,0.0,6.9,1,38,10:36 AM,11:13 PM,07:10 AM,04:28 PM,-4,-6,-2,-6,16,73,86,0.0,1025,1,10,197,8,Serbia
2021-01-20,3,-2,0.0,8.7,1,45,10:56 AM,No moonset,07:09 AM,04:30 PM,-2,-2,1,-2,18,48,80,0.0,1023,3,10,177,9,Serbia
2021-01-21,4,-0,0.0,8.7,2,52,11:17 AM,12:15 AM,07:08 AM,04:31 PM,0,-1,2,-1,24,16,84,0.0,1019,4,10,151,12,Serbia
2021-01-22,8,2,0.0,7.0,2,59,11:40 AM,01:17 AM,07:07 AM,04:32 PM,2,2,5,2,34,44,80,0.0,1014,8,10,150,17,Serbia
2021-01-23,10,5,0.0,5.2,2,67,12:07 PM,02:20 AM,07:07 AM,04:34 PM,4,4,8,4,43,71,75,0.1,1003,10,10,142,26,Serbia
2021-01-24,10,5,0.0,5.2,2,74,12:39 PM,03:24 AM,07:06 AM,04:35 PM,3,5,8,5,34,60,69,0.0,999,10,10,156,20,Serbia
2021-01-25,6,1,0.0,5.2,1,81,01:19 PM,04:26 AM,07:05 AM,04:37 PM,-1,-0,4,-0,27,84,72,6.6,1001,6,7,201,20,Serbia
2021-01-26,3,0,3.6,3.5,1,88,02:07 PM,05:26 AM,07:04 AM,04:38 PM,-1,-3,1,-3,24,87,82,11.5,1009,3,7,261,17,Serbia
2021-01-27,3,-1,0.1,3.5,1,96,03:05 PM,06:19 AM,07:03 AM,04:39 PM,-4,-5,1,-5,32,73,72,0.3,1013,3,9,322,21,Serbia
2021-01-28,3,-3,0.0,5.2,1,100,04:11 PM,07:06 AM,07:02 AM,04:41 PM,-3,-3,1,-3,22,63,73,0.0,1014,3,10,262,14,Serbia
2021-01-29,9,0,0.0,7.0,2,90,05:23 PM,07:46 AM,07:01 AM,04:42 PM,0,3,5,3,17,76,70,0.9,1006,9,7,187,10,Serbia
2021-01-30,11,5,0.0,8.7,2,82,06:37 PM,08:19 AM,07:00 AM,04:44 PM,4,6,7,6,17,47,78,9.9,1002,11,9,219,11,Serbia
2021-01-31,8,6,0.0,3.7,2,79,07:52 PM,08:47 AM,06:59 AM,04:45 PM,2,4,7,4,20,89,74,4.6,999,8,7,141,13,Serbia
2021-02-01,7,4,0.0,5.4,2,63,09:07 PM,09:13 AM,06:57 AM,04:46 PM,3,4,6,4,12,77,84,9.0,1002,7,9,165,9,Serbia
2021-02-02,7,3,0.0,3.7,2,55,10:21 PM,09:37 AM,06:56 AM,04:48 PM,3,5,5,5,7,78,88,0.0,1012,7,7,199,5,Serbia
2021-02-03,13,5,0.0,8.7,3,48,11:37 PM,10:01 AM,06:55 AM,04:49 PM,4,8,9,8,12,18,74,0.0,1015,13,10,163,7,Serbia
2021-02-04,12,9,0.0,3.7,3,40,No moonrise,10:27 AM,06:54 AM,04:51 PM,6,10,10,10,12,59,74,1.5,1018,12,7,204,6,Serbia
2021-02-05,14,7,0.0,7.1,3,33,12:53 AM,10:58 AM,06:52 AM,04:52 PM,6,10,10,10,10,55,76,0.0,1019,14,10,177,6,Serbia
2021-02-06,15,8,0.0,8.7,4,25,02:09 AM,11:34 AM,06:51 AM,04:54 PM,6,11,11,11,9,24,72,0.0,1014,15,10,174,5,Serbia
2021-02-07,14,9,0.0,7.1,3,18,03:23 AM,12:17 PM,06:50 AM,04:55 PM,4,10,12,10,29,48,62,0.0,1006,14,10,138,17,Serbia
