date_time,Gambia_maxtempC,Gambia_mintempC,Gambia_totalSnow_cm,Gambia_sunHour,Gambia_uvIndex,Gambia_moon_illumination,Gambia_moonrise,Gambia_moonset,Gambia_sunrise,Gambia_sunset,Gambia_DewPointC,Gambia_FeelsLikeC,Gambia_HeatIndexC,Gambia_WindChillC,Gambia_WindGustKmph,Gambia_cloudcover,Gambia_humidity,Gambia_precipMM,Gambia_pressure,Gambia_tempC,Gambia_visibility,Gambia_winddirDegree,Gambia_windspeedKmph,Gambia_location
2020-08-15,28,27,0.0,7.7,6,16,03:15 AM,04:32 PM,06:54 AM,07:28 PM,24,31,31,27,30,67,84,0.4,1011,28,10,303,23,Gambia
2020-08-16,27,19,0.0,9.0,6,8,04:11 AM,05:29 PM,06:54 AM,07:27 PM,22,28,28,25,20,60,79,34.8,1010,27,9,280,14,Gambia
2020-08-17,28,27,0.0,9.0,6,1,05:10 AM,06:24 PM,06:54 AM,07:27 PM,24,32,32,28,31,56,81,0.4,1011,28,10,201,23,Gambia
2020-08-18,28,27,0.0,7.7,6,0,06:10 AM,07:17 PM,06:54 AM,07:26 PM,24,31,31,27,32,68,83,2.7,1011,28,10,258,23,Gambia
2020-08-19,28,27,0.0,10.3,6,0,07:11 AM,08:07 PM,06:54 AM,07:26 PM,24,32,32,28,31,45,83,0.1,1009,28,10,300,22,Gambia
2020-08-20,28,27,0.0,9.0,6,6,08:11 AM,08:54 PM,06:54 AM,07:25 PM,24,31,31,27,22,65,81,4.0,1008,28,10,251,16,Gambia
2020-08-21,27,26,0.0,6.4,6,13,09:10 AM,09:41 PM,06:54 AM,07:24 PM,23,29,29,26,31,83,83,9.1,1009,27,9,147,22,Gambia
2020-08-22,27,26,0.0,10.3,6,20,10:07 AM,10:25 PM,06:54 AM,07:24 PM,23,30,30,27,30,49,80,0.1,1011,27,10,187,21,Gambia
2020-08-23,28,27,0.0,9.0,6,28,11:05 AM,11:12 PM,06:54 AM,07:23 PM,24,31,31,27,24,45,82,0.0,1011,28,10,271,18,Gambia
2020-08-24,28,27,0.0,10.3,6,35,12:03 PM,11:59 PM,06:55 AM,07:23 PM,24,31,31,27,21,58,83,3.5,1010,28,10,277,15,Gambia
2020-08-25,28,27,0.0,9.0,6,42,01:01 PM,No moonset,06:55 AM,07:22 PM,23,31,31,27,22,59,79,0.9,1010,28,10,221,16,Gambia
2020-08-26,28,26,0.0,6.3,6,50,02:01 PM,12:49 AM,06:55 AM,07:21 PM,23,30,30,27,29,74,79,11.9,1011,28,9,196,18,Gambia
2020-08-27,28,26,0.0,9.0,6,57,02:59 PM,01:41 AM,06:55 AM,07:21 PM,24,31,31,27,39,74,81,6.7,1013,28,10,212,27,Gambia
2020-08-28,28,27,0.0,9.0,6,64,03:56 PM,02:36 AM,06:55 AM,07:20 PM,24,31,31,28,29,57,79,11.9,1012,28,9,248,20,Gambia
2020-08-29,28,27,0.0,6.3,6,71,04:50 PM,03:32 AM,06:55 AM,07:19 PM,24,31,31,27,35,77,83,7.6,1010,28,10,266,25,Gambia
2020-08-30,28,27,0.0,10.3,6,79,05:41 PM,04:27 AM,06:55 AM,07:19 PM,24,32,32,28,30,59,83,6.6,1009,28,9,269,21,Gambia
2020-08-31,28,27,0.0,9.0,6,82,06:27 PM,05:22 AM,06:55 AM,07:18 PM,24,31,31,27,18,59,80,2.3,1010,28,10,203,13,Gambia
2020-09-01,28,26,0.0,9.0,6,97,07:09 PM,06:14 AM,06:55 AM,07:17 PM,24,31,31,27,15,64,80,4.4,1011,28,10,252,11,Gambia
2020-09-02,28,26,0.0,6.3,6,100,07:49 PM,07:04 AM,06:55 AM,07:17 PM,24,30,30,27,27,80,82,37.5,1009,28,7,276,16,Gambia
2020-09-03,26,17,0.0,6.3,5,88,08:25 PM,07:52 AM,06:55 AM,07:16 PM,23,27,27,24,56,90,88,180.2,1010,26,6,198,35,Gambia
2020-09-04,27,20,0.0,9.0,6,81,09:02 PM,08:38 AM,06:55 AM,07:15 PM,23,28,28,25,27,71,85,31.1,1013,27,8,238,17,Gambia
2020-09-05,26,20,0.0,6.3,6,73,09:37 PM,09:24 AM,06:55 AM,07:15 PM,23,28,28,25,35,86,86,29.7,1012,26,9,270,23,Gambia
2020-09-06,26,19,0.0,6.3,5,66,10:13 PM,10:10 AM,06:55 AM,07:14 PM,23,27,27,24,40,97,89,144.7,1009,26,6,255,23,Gambia
2020-09-07,27,25,0.0,6.3,6,58,10:52 PM,10:56 AM,06:55 AM,07:13 PM,23,29,29,26,37,74,82,17.1,1008,27,9,210,23,Gambia
2020-09-08,28,26,0.0,8.9,6,50,11:32 PM,11:44 AM,06:55 AM,07:12 PM,24,31,31,27,30,63,82,17.1,1010,28,9,228,19,Gambia
2020-09-09,28,22,0.0,8.9,6,43,No moonrise,12:34 PM,06:55 AM,07:12 PM,24,30,30,27,26,70,83,9.2,1011,28,9,283,17,Gambia
2020-09-10,29,26,0.0,6.3,6,35,12:16 AM,01:26 PM,06:55 AM,07:11 PM,24,31,31,27,25,76,83,43.8,1010,29,8,228,15,Gambia
2020-09-11,29,26,0.0,11.6,6,28,01:04 AM,02:20 PM,06:55 AM,07:10 PM,24,31,31,27,16,35,82,13.9,1009,29,9,199,11,Gambia
2020-09-12,25,25,0.0,6.3,6,20,01:57 AM,03:15 PM,06:55 AM,07:09 PM,23,28,28,25,60,87,88,186.2,1010,25,6,134,35,Gambia
2020-09-13,28,26,0.0,10.3,6,13,02:53 AM,04:09 PM,06:55 AM,07:09 PM,24,30,30,27,24,65,83,0.6,1013,28,10,298,17,Gambia
2020-09-14,28,19,0.0,7.6,6,5,03:52 AM,05:03 PM,06:55 AM,07:08 PM,25,30,30,26,42,55,87,28.5,1013,28,9,321,27,Gambia
2020-09-15,29,27,0.0,10.3,6,0,04:52 AM,05:54 PM,06:55 AM,07:07 PM,25,33,33,28,21,37,84,0.5,1011,29,10,305,15,Gambia
2020-09-16,28,27,0.0,11.6,7,0,05:53 AM,06:43 PM,06:55 AM,07:07 PM,24,31,31,27,23,32,83,0.4,1012,28,10,246,16,Gambia
2020-09-17,28,18,0.0,8.9,6,0,06:53 AM,07:31 PM,06:55 AM,07:06 PM,24,30,30,26,31,53,84,2.2,1011,28,10,263,22,Gambia
2020-09-18,28,27,0.0,7.6,6,2,07:52 AM,08:17 PM,06:55 AM,07:05 PM,24,31,31,28,35,71,82,7.6,1011,28,10,298,24,Gambia
2020-09-19,27,18,0.0,8.9,6,10,08:52 AM,09:04 PM,06:55 AM,07:04 PM,23,29,29,25,14,63,82,16.7,1013,27,8,136,9,Gambia
2020-09-20,28,26,0.0,10.3,6,17,09:52 AM,09:52 PM,06:55 AM,07:04 PM,23,30,30,27,18,38,80,0.9,1013,28,10,216,13,Gambia
2020-09-21,28,22,0.0,10.3,6,25,10:52 AM,10:43 PM,06:55 AM,07:03 PM,24,30,30,27,19,26,81,5.4,1014,28,10,258,14,Gambia
2020-09-22,29,27,0.0,8.9,6,32,11:53 AM,11:36 PM,06:55 AM,07:02 PM,25,33,33,28,24,37,81,7.8,1013,29,9,320,17,Gambia
2020-09-23,28,28,0.0,7.6,6,40,12:54 PM,No moonset,06:55 AM,07:01 PM,25,33,33,28,25,70,85,0.8,1013,28,10,295,19,Gambia
2020-09-24,28,27,0.0,8.9,6,47,01:53 PM,12:31 AM,06:55 AM,07:01 PM,24,31,31,27,25,66,82,4.2,1013,28,10,302,17,Gambia
2020-09-25,29,26,0.0,8.9,6,55,02:48 PM,01:28 AM,06:55 AM,07:00 PM,23,31,31,27,18,68,78,17.5,1014,29,8,158,11,Gambia
2020-09-26,29,27,0.0,10.2,6,62,03:39 PM,02:23 AM,06:55 AM,06:59 PM,24,32,32,28,26,32,81,0.4,1012,29,10,281,18,Gambia
2020-09-27,29,28,0.0,11.6,7,70,04:25 PM,03:18 AM,06:56 AM,06:59 PM,25,33,33,28,31,31,83,0.0,1010,29,10,252,22,Gambia
2020-09-28,28,27,0.0,8.8,6,78,05:09 PM,04:10 AM,06:56 AM,06:58 PM,24,32,32,28,25,51,79,0.4,1012,28,10,248,17,Gambia
2020-09-29,29,28,0.0,10.2,6,85,05:48 PM,05:01 AM,06:56 AM,06:57 PM,24,33,33,28,20,43,79,0.5,1012,29,10,312,14,Gambia
2020-09-30,29,28,0.0,8.8,6,93,06:25 PM,05:49 AM,06:56 AM,06:56 PM,25,33,33,28,29,29,82,1.1,1012,29,10,319,21,Gambia
2020-10-01,29,28,0.0,11.6,7,97,07:02 PM,06:35 AM,06:56 AM,06:56 PM,24,33,33,28,33,14,78,0.1,1009,29,10,305,23,Gambia
2020-10-02,29,28,0.0,11.6,7,100,07:37 PM,07:21 AM,06:56 AM,06:55 PM,25,33,33,28,28,18,81,0.0,1008,29,10,266,20,Gambia
2020-10-03,29,27,0.0,11.6,7,89,08:13 PM,08:06 AM,06:56 AM,06:54 PM,24,33,33,28,28,12,80,0.0,1008,29,10,279,20,Gambia
2020-10-04,29,27,0.0,8.8,6,82,08:50 PM,08:52 AM,06:56 AM,06:54 PM,24,32,32,28,15,44,77,0.2,1009,29,10,279,11,Gambia
2020-10-05,28,27,0.0,6.0,6,74,09:30 PM,09:40 AM,06:56 AM,06:53 PM,23,31,31,28,20,69,78,4.3,1012,28,10,292,14,Gambia
2020-10-06,29,26,0.0,6.0,6,67,10:12 PM,10:28 AM,06:56 AM,06:52 PM,23,31,31,28,24,78,78,30.9,1013,29,7,176,14,Gambia
2020-10-07,30,27,0.0,8.8,6,60,10:58 PM,11:20 AM,06:56 AM,06:52 PM,24,33,33,28,27,60,79,16.8,1013,30,9,236,18,Gambia
2020-10-08,30,29,0.0,11.6,6,53,11:48 PM,12:12 PM,06:56 AM,06:51 PM,25,35,35,29,32,33,80,1.8,1011,30,10,308,22,Gambia
2020-10-09,30,28,0.0,11.6,7,45,No moonrise,01:05 PM,06:56 AM,06:50 PM,26,35,35,29,27,13,83,0.0,1010,30,10,248,19,Gambia
2020-10-10,29,28,0.0,11.6,6,38,12:41 AM,01:58 PM,06:56 AM,06:50 PM,25,33,33,28,27,43,82,0.0,1011,29,10,246,20,Gambia
2020-10-11,28,27,0.0,10.2,6,31,01:38 AM,02:51 PM,06:56 AM,06:49 PM,24,32,32,28,25,23,82,0.0,1011,28,10,274,19,Gambia
2020-10-12,29,28,0.0,8.8,6,23,02:35 AM,03:42 PM,06:57 AM,06:48 PM,24,32,32,28,24,31,78,0.8,1011,29,10,301,18,Gambia
2020-10-13,30,24,0.0,11.6,6,16,03:35 AM,04:30 PM,06:57 AM,06:48 PM,23,31,31,28,18,29,73,8.3,1011,30,9,195,12,Gambia
2020-10-14,31,26,0.0,11.6,7,9,04:33 AM,05:18 PM,06:57 AM,06:47 PM,23,31,31,28,25,13,76,1.3,1012,31,10,168,18,Gambia
2020-10-15,29,28,0.0,10.2,6,2,05:33 AM,06:04 PM,06:57 AM,06:47 PM,24,33,33,28,21,48,80,1.6,1013,29,10,270,15,Gambia
2020-10-16,29,28,0.0,11.6,7,0,06:32 AM,06:51 PM,06:57 AM,06:46 PM,25,33,33,28,25,3,80,0.0,1011,29,10,284,18,Gambia
2020-10-17,29,28,0.0,11.6,7,0,07:33 AM,07:40 PM,06:57 AM,06:46 PM,24,33,33,28,24,4,80,0.0,1010,29,10,263,17,Gambia
2020-10-18,29,28,0.0,11.6,7,5,08:34 AM,08:30 PM,06:57 AM,06:45 PM,24,33,33,28,23,3,78,0.0,1010,29,10,273,16,Gambia
2020-10-19,31,28,0.0,11.6,7,13,09:38 AM,09:24 PM,06:58 AM,06:44 PM,24,34,34,29,22,2,75,0.0,1010,31,10,268,14,Gambia
2020-10-20,30,28,0.0,11.6,7,20,10:41 AM,10:21 PM,06:58 AM,06:44 PM,24,34,34,29,22,3,75,0.0,1011,30,10,243,14,Gambia
2020-10-21,30,28,0.0,11.6,7,27,11:43 AM,11:19 PM,06:58 AM,06:43 PM,24,33,33,29,28,1,75,0.0,1011,30,10,250,19,Gambia
2020-10-22,30,28,0.0,11.6,7,35,12:42 PM,No moonset,06:58 AM,06:43 PM,23,32,32,29,24,3,71,0.0,1011,30,10,303,16,Gambia
2020-10-23,30,28,0.0,11.6,7,42,01:36 PM,12:17 AM,06:58 AM,06:42 PM,23,33,33,29,27,4,73,0.0,1011,30,10,279,18,Gambia
2020-10-24,29,28,0.0,11.6,7,49,02:24 PM,01:13 AM,06:59 AM,06:42 PM,24,33,33,28,24,6,78,0.0,1012,29,10,297,17,Gambia
2020-10-25,30,29,0.0,11.6,7,56,03:09 PM,02:07 AM,06:59 AM,06:42 PM,24,34,34,29,22,5,73,0.0,1010,30,10,270,14,Gambia
2020-10-26,30,28,0.0,11.6,7,64,03:49 PM,02:58 AM,06:59 AM,06:41 PM,24,34,34,29,22,0,73,0.0,1009,30,10,263,14,Gambia
2020-10-27,30,27,0.0,11.6,7,71,04:26 PM,03:46 AM,06:59 AM,06:41 PM,23,32,32,28,21,0,73,0.0,1009,30,10,270,13,Gambia
2020-10-28,30,28,0.0,11.4,7,78,05:03 PM,04:33 AM,07:00 AM,06:40 PM,21,31,31,29,19,0,61,0.0,1010,30,10,285,11,Gambia
2020-10-29,30,28,0.0,11.4,7,85,05:38 PM,05:19 AM,07:00 AM,06:40 PM,21,32,32,29,24,2,62,0.0,1010,30,10,298,15,Gambia
2020-10-30,33,28,0.0,11.4,8,93,06:13 PM,06:04 AM,07:00 AM,06:39 PM,20,32,32,30,22,7,57,0.0,1010,33,10,221,12,Gambia
2020-10-31,31,28,0.0,11.4,7,97,06:50 PM,06:50 AM,07:00 AM,06:39 PM,19,31,31,29,23,18,54,0.0,1010,31,10,207,14,Gambia
2020-11-01,31,28,0.0,11.4,7,89,07:29 PM,07:37 AM,07:01 AM,06:39 PM,21,32,32,30,20,4,59,0.0,1009,31,10,227,12,Gambia
2020-11-02,30,28,0.0,11.4,7,81,08:10 PM,08:25 AM,07:01 AM,06:38 PM,22,32,32,29,25,3,67,0.0,1010,30,10,279,17,Gambia
2020-11-03,31,28,0.0,11.4,7,74,08:55 PM,09:16 AM,07:01 AM,06:38 PM,18,31,31,29,24,9,51,0.0,1010,31,10,237,15,Gambia
2020-11-04,29,28,0.0,11.4,7,66,09:44 PM,10:07 AM,07:02 AM,06:38 PM,22,32,32,29,23,4,68,0.0,1010,29,10,284,16,Gambia
2020-11-05,28,27,0.0,11.4,7,58,10:35 PM,11:00 AM,07:02 AM,06:38 PM,22,30,30,28,27,35,71,0.0,1011,28,10,287,19,Gambia
2020-11-06,29,22,0.0,11.4,7,51,11:30 PM,11:53 AM,07:02 AM,06:37 PM,23,30,30,27,24,23,73,0.2,1012,29,10,299,17,Gambia
2020-11-07,31,23,0.0,11.3,7,43,No moonrise,12:44 PM,07:03 AM,06:37 PM,22,31,31,28,36,6,65,0.0,1012,31,10,255,23,Gambia
2020-11-08,34,28,0.0,11.3,8,36,12:25 AM,01:34 PM,07:03 AM,06:37 PM,22,34,34,30,35,4,60,0.0,1012,34,10,171,21,Gambia
2020-11-09,31,28,0.0,11.3,7,28,01:22 AM,02:22 PM,07:03 AM,06:37 PM,21,32,32,29,16,0,60,0.0,1011,31,10,257,11,Gambia
2020-11-10,29,27,0.0,11.3,7,21,02:19 AM,03:08 PM,07:04 AM,06:36 PM,23,31,31,28,26,0,74,0.0,1011,29,10,248,19,Gambia
2020-11-11,29,27,0.0,11.3,7,13,03:16 AM,03:53 PM,07:04 AM,06:36 PM,22,31,31,28,26,0,70,0.0,1011,29,10,295,18,Gambia
2020-11-12,33,28,0.0,11.3,8,6,04:13 AM,04:38 PM,07:05 AM,06:36 PM,17,31,31,30,28,0,47,0.0,1010,33,10,155,16,Gambia
2020-11-13,31,28,0.0,11.3,7,0,05:12 AM,05:25 PM,07:05 AM,06:36 PM,21,33,33,30,14,0,60,0.0,1011,31,10,207,9,Gambia
2020-11-14,35,28,0.0,11.3,8,0,06:12 AM,06:14 PM,07:05 AM,06:36 PM,18,32,32,30,19,0,47,0.0,1011,35,10,153,12,Gambia
2020-11-15,35,27,0.0,11.3,8,0,07:15 AM,07:07 PM,07:06 AM,06:36 PM,17,32,32,30,19,0,47,0.0,1011,35,10,148,11,Gambia
2020-11-16,34,27,0.0,11.3,7,2,08:20 AM,08:03 PM,07:06 AM,06:36 PM,17,31,31,30,24,2,46,0.0,1011,34,10,153,13,Gambia
2020-11-17,33,27,0.0,11.3,8,9,09:25 AM,09:03 PM,07:07 AM,06:36 PM,16,31,31,30,31,3,43,0.0,1010,33,10,136,17,Gambia
2020-11-18,34,27,0.0,11.3,8,17,10:27 AM,10:03 PM,07:07 AM,06:36 PM,17,31,31,30,29,3,47,0.0,1010,34,10,119,16,Gambia
2020-11-19,32,27,0.0,11.3,7,24,11:26 AM,11:03 PM,07:08 AM,06:36 PM,15,30,30,29,29,8,43,0.0,1010,32,10,129,16,Gambia
2020-11-20,33,27,0.0,11.3,7,32,12:18 PM,11:59 PM,07:08 AM,06:36 PM,16,30,30,29,20,12,46,0.0,1008,33,10,184,12,Gambia
2020-11-21,29,27,0.0,11.3,7,39,01:06 PM,No moonset,07:09 AM,06:36 PM,18,29,29,28,21,4,55,0.0,1010,29,10,213,13,Gambia
2020-11-22,29,27,0.0,11.3,7,47,01:48 PM,12:52 AM,07:09 AM,06:36 PM,20,30,30,28,21,15,63,0.0,1010,29,10,282,13,Gambia
2020-11-23,29,27,0.0,11.3,7,54,02:27 PM,01:43 AM,07:10 AM,06:36 PM,20,30,30,28,18,24,63,0.0,1011,29,10,304,11,Gambia
2020-11-24,32,27,0.0,11.3,7,62,03:03 PM,02:30 AM,07:10 AM,06:36 PM,16,30,30,29,29,18,46,0.0,1012,32,10,160,16,Gambia
2020-11-25,32,26,0.0,11.3,7,70,03:39 PM,03:16 AM,07:11 AM,06:36 PM,15,28,28,28,32,4,44,0.0,1012,32,10,154,19,Gambia
2020-11-26,29,25,0.0,11.3,7,77,04:14 PM,04:01 AM,07:11 AM,06:36 PM,12,27,27,27,30,29,40,0.0,1011,29,10,110,18,Gambia
2020-11-27,29,24,0.0,11.2,7,85,04:50 PM,04:46 AM,07:12 AM,06:36 PM,13,27,27,26,38,4,45,0.0,1011,29,10,137,26,Gambia
2020-11-28,28,23,0.0,11.2,7,92,05:28 PM,05:33 AM,07:12 AM,06:36 PM,14,26,26,25,35,3,50,0.0,1012,28,10,137,25,Gambia
2020-11-29,27,24,0.0,11.2,7,100,06:09 PM,06:21 AM,07:13 AM,06:37 PM,17,27,27,25,31,7,60,0.0,1012,27,10,125,22,Gambia
2020-11-30,27,24,0.0,11.2,7,100,06:53 PM,07:11 AM,07:13 AM,06:37 PM,20,27,27,25,30,13,71,0.0,1012,27,10,209,21,Gambia
2020-12-01,28,24,0.0,11.2,7,89,07:41 PM,08:03 AM,07:14 AM,06:37 PM,19,28,28,26,36,11,68,0.0,1012,28,10,300,25,Gambia
2020-12-02,28,21,0.0,11.2,7,82,08:31 PM,08:56 AM,07:15 AM,06:37 PM,20,27,27,25,40,5,69,0.0,1012,28,10,255,27,Gambia
2020-12-03,27,24,0.0,11.2,7,75,09:26 PM,09:50 AM,07:15 AM,06:37 PM,20,27,27,25,33,4,71,0.0,1012,27,10,165,22,Gambia
2020-12-04,28,24,0.0,11.2,7,67,10:21 PM,10:42 AM,07:16 AM,06:38 PM,18,27,27,25,36,0,66,0.0,1013,28,10,170,25,Gambia
2020-12-05,27,24,0.0,11.2,7,60,11:17 PM,11:32 AM,07:16 AM,06:38 PM,19,27,27,25,34,1,68,0.0,1012,27,10,162,23,Gambia
2020-12-06,27,24,0.0,11.2,7,53,No moonrise,12:19 PM,07:17 AM,06:38 PM,18,27,27,25,37,1,64,0.0,1012,27,10,210,24,Gambia
2020-12-07,28,23,0.0,11.2,7,46,12:12 AM,01:04 PM,07:17 AM,06:39 PM,16,27,27,25,37,0,55,0.0,1013,28,10,175,23,Gambia
2020-12-08,28,24,0.0,11.2,7,38,01:07 AM,01:48 PM,07:18 AM,06:39 PM,15,27,27,26,38,0,52,0.0,1014,28,10,139,23,Gambia
2020-12-09,28,24,0.0,11.2,7,31,02:02 AM,02:31 PM,07:18 AM,06:39 PM,16,27,27,26,41,1,54,0.0,1013,28,10,173,25,Gambia
2020-12-10,28,24,0.0,11.2,7,24,02:58 AM,03:15 PM,07:19 AM,06:40 PM,15,27,27,26,41,2,50,0.0,1012,28,10,173,23,Gambia
2020-12-11,33,24,0.0,11.2,7,17,03:55 AM,04:01 PM,07:20 AM,06:40 PM,15,28,28,27,31,0,47,0.0,1012,33,10,101,17,Gambia
2020-12-12,31,24,0.0,11.2,7,9,04:55 AM,04:50 PM,07:20 AM,06:40 PM,16,27,27,27,36,0,52,0.0,1012,31,10,179,18,Gambia
2020-12-13,28,24,0.0,10.1,6,2,05:57 AM,05:45 PM,07:21 AM,06:41 PM,14,27,27,26,39,16,50,0.0,1010,28,10,177,21,Gambia
2020-12-14,27,23,0.0,11.2,7,0,07:02 AM,06:42 PM,07:21 AM,06:41 PM,14,26,26,25,34,6,52,0.0,1010,27,10,164,20,Gambia
2020-12-15,26,22,0.0,11.2,6,0,08:06 AM,07:43 PM,07:22 AM,06:42 PM,15,26,26,24,33,8,56,0.0,1010,26,10,252,21,Gambia
2020-12-16,27,23,0.0,11.2,6,5,09:08 AM,08:45 PM,07:22 AM,06:42 PM,15,26,26,25,32,0,56,0.0,1012,27,10,297,20,Gambia
2020-12-17,27,23,0.0,11.2,7,12,10:05 AM,09:45 PM,07:23 AM,06:43 PM,15,26,26,25,40,2,54,0.0,1012,27,10,167,24,Gambia
2020-12-18,28,23,0.0,11.2,7,20,10:57 AM,10:41 PM,07:23 AM,06:43 PM,14,26,26,25,39,6,52,0.0,1011,28,10,172,22,Gambia
2020-12-19,30,23,0.0,11.2,7,27,11:43 AM,11:34 PM,07:24 AM,06:44 PM,14,27,27,26,44,4,48,0.0,1011,30,10,144,25,Gambia
2020-12-20,30,23,0.0,11.2,7,34,12:23 PM,No moonset,07:24 AM,06:44 PM,12,26,26,25,43,10,45,0.0,1011,30,10,151,24,Gambia
2020-12-21,30,23,0.0,11.2,7,41,01:02 PM,12:23 AM,07:25 AM,06:45 PM,12,26,26,25,38,2,43,0.0,1012,30,10,118,20,Gambia
2020-12-22,29,23,0.0,11.2,7,49,01:38 PM,01:11 AM,07:25 AM,06:45 PM,12,26,26,25,40,3,44,0.0,1012,29,10,111,21,Gambia
2020-12-23,29,22,0.0,11.2,7,56,02:13 PM,01:56 AM,07:26 AM,06:46 PM,12,26,26,25,34,2,46,0.0,1011,29,10,187,18,Gambia
2020-12-24,28,23,0.0,11.2,6,63,02:49 PM,02:41 AM,07:26 AM,06:46 PM,13,26,26,25,30,18,49,0.0,1010,28,10,179,16,Gambia
2020-12-25,26,22,0.0,11.2,6,70,03:26 PM,03:28 AM,07:27 AM,06:47 PM,17,25,25,24,31,5,67,0.0,1010,26,10,250,18,Gambia
2020-12-26,27,22,0.0,11.2,6,78,04:05 PM,04:15 AM,07:27 AM,06:47 PM,17,26,26,24,42,7,64,0.0,1010,27,10,214,24,Gambia
2020-12-27,28,23,0.0,11.2,7,85,04:48 PM,05:04 AM,07:28 AM,06:48 PM,15,26,26,25,49,4,54,0.0,1009,28,10,130,26,Gambia
2020-12-28,30,23,0.0,11.2,7,92,05:35 PM,05:56 AM,07:28 AM,06:48 PM,15,27,27,26,44,13,54,0.0,1010,30,10,178,23,Gambia
2020-12-29,30,23,0.0,11.2,7,100,06:25 PM,06:49 AM,07:29 AM,06:49 PM,16,26,26,25,45,5,58,0.0,1010,30,10,141,24,Gambia
2020-12-30,29,23,0.0,11.2,7,100,07:19 PM,07:44 AM,07:29 AM,06:49 PM,17,26,26,25,39,5,61,0.0,1010,29,10,179,20,Gambia
2020-12-31,29,22,0.0,11.2,7,89,08:15 PM,08:37 AM,07:29 AM,06:50 PM,16,26,26,25,33,3,58,0.0,1011,29,10,218,17,Gambia
2021-01-01,28,20,0.0,11.2,7,79,09:12 PM,09:29 AM,07:30 AM,06:51 PM,15,26,26,25,41,3,52,0.0,1011,28,10,137,20,Gambia
2021-01-02,26,23,0.0,11.2,6,71,10:08 PM,10:17 AM,07:30 AM,06:51 PM,14,26,26,24,39,0,52,0.0,1010,26,10,130,22,Gambia
2021-01-03,27,22,0.0,11.2,6,64,11:04 PM,11:04 AM,07:30 AM,06:52 PM,13,25,25,24,38,1,50,0.0,1010,27,10,138,22,Gambia
2021-01-04,27,23,0.0,11.2,7,57,11:58 PM,11:48 AM,07:31 AM,06:52 PM,13,26,26,24,37,1,51,0.0,1011,27,10,179,19,Gambia
2021-01-05,31,24,0.0,11.2,7,50,No moonrise,12:30 PM,07:31 AM,06:53 PM,14,27,27,26,43,0,47,0.0,1010,31,10,109,21,Gambia
2021-01-06,31,24,0.0,11.2,7,42,12:52 AM,01:12 PM,07:31 AM,06:53 PM,15,27,27,26,39,3,49,0.0,1011,31,10,159,19,Gambia
2021-01-07,29,24,0.0,8.6,6,35,01:47 AM,01:56 PM,07:32 AM,06:54 PM,16,27,27,26,37,47,55,0.0,1011,29,10,172,18,Gambia
2021-01-08,28,23,0.0,11.2,7,28,02:43 AM,02:42 PM,07:32 AM,06:55 PM,17,26,26,25,46,2,62,0.0,1011,28,10,250,26,Gambia
2021-01-09,27,22,0.0,11.2,6,20,03:43 AM,03:32 PM,07:32 AM,06:55 PM,17,26,26,24,46,0,66,0.0,1012,27,10,179,30,Gambia
2021-01-10,27,21,0.0,11.2,6,13,04:44 AM,04:26 PM,07:33 AM,06:56 PM,14,25,25,24,45,11,55,0.0,1012,27,10,96,29,Gambia
2021-01-11,27,21,0.0,11.2,6,6,05:47 AM,05:25 PM,07:33 AM,06:56 PM,12,25,25,24,44,6,46,0.0,1012,27,10,60,27,Gambia
2021-01-12,27,20,0.0,11.2,6,0,06:50 AM,06:26 PM,07:33 AM,06:57 PM,11,25,25,23,42,7,45,0.0,1013,27,10,142,25,Gambia
2021-01-13,29,22,0.0,11.2,6,0,07:49 AM,07:27 PM,07:33 AM,06:57 PM,12,26,26,24,46,3,45,0.0,1013,29,10,148,25,Gambia
2021-01-14,30,23,0.0,11.3,7,1,08:43 AM,08:25 PM,07:33 AM,06:58 PM,11,26,26,26,46,1,42,0.0,1012,30,10,113,24,Gambia
2021-01-15,30,22,0.0,11.3,7,8,09:33 AM,09:21 PM,07:33 AM,06:59 PM,11,26,26,25,42,10,40,0.0,1011,30,10,120,21,Gambia
2021-01-16,29,22,0.0,11.3,7,16,10:16 AM,10:13 PM,07:34 AM,06:59 PM,10,26,26,26,40,25,37,0.0,1010,29,10,83,20,Gambia
2021-01-17,28,22,0.0,11.6,7,23,10:57 AM,11:02 PM,07:34 AM,07:00 PM,8,25,25,25,40,32,35,0.0,1011,28,10,50,21,Gambia
2021-01-18,29,22,0.0,11.6,7,30,11:35 AM,11:49 PM,07:34 AM,07:00 PM,9,25,25,25,42,10,37,0.0,1011,29,10,121,21,Gambia
2021-01-19,28,21,0.0,11.6,6,38,12:10 PM,No moonset,07:34 AM,07:01 PM,9,25,25,24,37,6,38,0.0,1012,28,10,155,19,Gambia
2021-01-20,29,21,0.0,11.6,7,45,12:46 PM,12:35 AM,07:34 AM,07:01 PM,10,25,25,24,42,10,40,0.0,1011,29,10,108,21,Gambia
2021-01-21,30,22,0.0,11.6,7,52,01:23 PM,01:21 AM,07:34 AM,07:02 PM,10,26,26,25,36,3,40,0.0,1011,30,10,111,17,Gambia
2021-01-22,30,22,0.0,11.6,7,59,02:01 PM,02:07 AM,07:34 AM,07:02 PM,10,26,26,25,33,17,37,0.0,1012,30,10,92,16,Gambia
