date_time,Senegal_maxtempC,Senegal_mintempC,Senegal_totalSnow_cm,Senegal_sunHour,Senegal_uvIndex,Senegal_moon_illumination,Senegal_moonrise,Senegal_moonset,Senegal_sunrise,Senegal_sunset,Senegal_DewPointC,Senegal_FeelsLikeC,Senegal_HeatIndexC,Senegal_WindChillC,Senegal_WindGustKmph,Senegal_cloudcover,Senegal_humidity,Senegal_precipMM,Senegal_pressure,Senegal_tempC,Senegal_visibility,Senegal_winddirDegree,Senegal_windspeedKmph,Senegal_location
2020-12-23,27,19,0.0,11.2,6,56,02:16 PM,02:00 AM,07:32 AM,06:47 PM,15,25,25,24,27,0,57,0.0,1012,27,10,150,17,Senegal
2020-12-24,24,20,0.0,11.2,6,63,02:51 PM,02:46 AM,07:32 AM,06:47 PM,17,25,25,24,24,16,64,0.0,1011,24,10,173,15,Senegal
2020-12-25,23,15,0.0,11.2,6,70,03:28 PM,03:32 AM,07:32 AM,06:48 PM,18,24,24,22,32,5,75,0.0,1011,23,10,255,22,Senegal
2020-12-26,23,16,0.0,11.2,6,78,04:07 PM,04:20 AM,07:33 AM,06:48 PM,19,24,24,22,40,10,77,0.0,1012,23,10,140,28,Senegal
2020-12-27,23,15,0.0,11.2,6,85,04:49 PM,05:10 AM,07:33 AM,06:49 PM,19,24,24,22,50,7,75,0.0,1011,23,10,56,33,Senegal
2020-12-28,24,15,0.0,11.2,6,92,05:36 PM,06:02 AM,07:34 AM,06:50 PM,19,24,24,22,55,17,75,0.0,1011,24,10,15,33,Senegal
2020-12-29,23,16,0.0,11.2,6,100,06:26 PM,06:55 AM,07:34 AM,06:50 PM,19,24,24,22,52,15,78,0.0,1011,23,10,14,34,Senegal
2020-12-30,23,15,0.0,11.2,6,100,07:20 PM,07:50 AM,07:35 AM,06:51 PM,19,21,24,21,50,14,79,0.0,1011,23,10,57,32,Senegal
2020-12-31,23,16,0.0,11.2,6,89,08:16 PM,08:43 AM,07:35 AM,06:51 PM,19,24,24,22,52,4,76,0.0,1012,23,10,58,32,Senegal
2021-01-01,23,16,0.0,11.2,6,79,09:14 PM,09:35 AM,07:35 AM,06:52 PM,18,24,24,22,52,3,70,0.0,1012,23,10,15,32,Senegal
2021-01-02,23,15,0.0,11.2,6,71,10:10 PM,10:23 AM,07:36 AM,06:52 PM,17,21,24,21,47,2,68,0.0,1012,23,10,18,31,Senegal
2021-01-03,23,14,0.0,11.2,6,64,11:06 PM,11:09 AM,07:36 AM,06:53 PM,17,24,24,22,41,1,68,0.0,1011,23,10,147,27,Senegal
2021-01-04,24,16,0.0,11.2,6,57,No moonrise,11:52 AM,07:36 AM,06:54 PM,17,24,24,22,50,0,68,0.0,1012,24,10,61,28,Senegal
2021-01-05,24,17,0.0,11.2,6,50,12:01 AM,12:34 PM,07:37 AM,06:54 PM,17,25,25,23,56,3,67,0.0,1011,24,10,21,29,Senegal
2021-01-06,26,20,0.0,11.2,6,42,12:56 AM,01:16 PM,07:37 AM,06:55 PM,18,25,25,24,44,5,69,0.0,1012,26,10,115,23,Senegal
2021-01-07,24,16,0.0,10.1,5,35,01:51 AM,01:59 PM,07:37 AM,06:55 PM,18,24,24,22,54,48,73,0.0,1012,24,10,102,29,Senegal
2021-01-08,23,15,0.0,11.2,6,28,02:48 AM,02:44 PM,07:38 AM,06:56 PM,19,21,24,21,48,1,81,0.0,1012,23,10,9,32,Senegal
2021-01-09,22,15,0.0,11.2,6,20,03:48 AM,03:34 PM,07:38 AM,06:57 PM,18,21,24,21,57,0,81,0.0,1013,22,10,11,41,Senegal
2021-01-10,22,13,0.0,11.2,6,13,04:50 AM,04:28 PM,07:38 AM,06:57 PM,16,20,22,20,57,8,68,0.0,1014,22,10,19,42,Senegal
2021-01-11,22,15,0.0,10.1,5,6,05:53 AM,05:26 PM,07:38 AM,06:58 PM,13,20,22,20,57,25,59,0.0,1014,22,10,25,40,Senegal
2021-01-12,21,13,0.0,11.2,6,0,06:56 AM,06:27 PM,07:38 AM,06:58 PM,14,20,23,20,52,9,63,0.0,1014,21,10,22,36,Senegal
2021-01-13,22,16,0.0,11.2,6,0,07:55 AM,07:28 PM,07:39 AM,06:59 PM,15,21,23,21,54,3,65,0.0,1014,22,10,20,35,Senegal
2021-01-14,22,13,0.0,11.2,6,1,08:49 AM,08:27 PM,07:39 AM,06:59 PM,15,20,23,20,58,2,66,0.0,1014,22,10,18,34,Senegal
2021-01-15,22,16,0.0,11.6,6,8,09:38 AM,09:23 PM,07:39 AM,07:00 PM,14,21,24,21,59,5,63,0.0,1012,22,10,64,31,Senegal
2021-01-16,22,21,0.0,11.6,6,16,10:21 AM,10:15 PM,07:39 AM,07:01 PM,14,22,25,22,56,25,61,0.0,1011,22,10,69,30,Senegal
2021-01-17,24,18,0.0,11.6,6,23,11:01 AM,11:05 PM,07:39 AM,07:01 PM,13,24,24,22,50,24,55,0.0,1012,24,10,33,25,Senegal
2021-01-18,23,21,0.0,11.6,6,30,11:38 AM,11:53 PM,07:39 AM,07:02 PM,12,22,24,22,54,17,55,0.0,1012,23,10,74,26,Senegal
2021-01-19,22,14,0.0,11.6,6,38,12:14 PM,No moonset,07:39 AM,07:02 PM,13,20,22,20,50,12,57,0.0,1013,22,10,114,25,Senegal
2021-01-20,23,20,0.0,11.6,6,45,12:49 PM,12:39 AM,07:39 AM,07:03 PM,14,22,24,22,54,13,60,0.0,1012,23,10,63,28,Senegal
2021-01-21,22,14,0.0,11.6,6,52,01:25 PM,01:26 AM,07:39 AM,07:03 PM,13,20,22,20,61,3,60,0.0,1012,22,10,64,29,Senegal
2021-01-22,24,22,0.0,10.2,5,59,02:03 PM,02:12 AM,07:39 AM,07:04 PM,13,25,25,23,55,45,53,0.0,1013,24,10,34,26,Senegal
2021-01-23,24,21,0.0,10.2,5,67,02:43 PM,03:01 AM,07:39 AM,07:04 PM,12,24,24,23,45,57,50,0.0,1012,24,10,121,22,Senegal
2021-01-24,23,21,0.0,11.6,6,74,03:28 PM,03:52 AM,07:39 AM,07:05 PM,12,24,24,22,46,12,53,0.0,1012,23,10,156,22,Senegal
2021-01-25,23,14,0.0,11.6,6,81,04:16 PM,04:44 AM,07:39 AM,07:06 PM,12,21,23,21,48,6,52,0.0,1011,23,10,71,23,Senegal
2021-01-26,24,21,0.0,11.6,6,88,05:09 PM,05:39 AM,07:39 AM,07:06 PM,12,24,24,23,44,8,51,0.0,1012,24,10,117,21,Senegal
2021-01-27,24,21,0.0,11.6,6,96,06:05 PM,06:33 AM,07:39 AM,07:07 PM,13,25,25,23,43,0,54,0.0,1011,24,10,153,20,Senegal
2021-01-28,25,21,0.0,11.6,6,100,07:03 PM,07:26 AM,07:39 AM,07:07 PM,12,24,24,23,46,0,53,0.0,1011,25,10,73,22,Senegal
2021-01-29,23,16,0.0,11.6,6,90,08:02 PM,08:17 AM,07:39 AM,07:08 PM,13,21,24,21,50,0,56,0.0,1012,23,10,68,24,Senegal
2021-01-30,23,13,0.0,11.6,6,82,08:59 PM,09:05 AM,07:39 AM,07:08 PM,14,20,22,20,51,5,62,0.0,1013,23,10,59,25,Senegal
2021-01-31,24,21,0.0,8.7,5,79,09:56 PM,09:50 AM,07:39 AM,07:08 PM,13,25,25,23,48,64,54,0.0,1012,24,10,66,23,Senegal
2021-02-01,23,15,0.0,10.2,5,63,10:51 PM,10:33 AM,07:38 AM,07:09 PM,12,21,23,21,46,28,53,0.0,1012,23,10,106,22,Senegal
2021-02-02,22,13,0.0,11.6,5,55,11:47 PM,11:15 AM,07:38 AM,07:09 PM,14,19,21,19,54,2,63,0.0,1012,22,10,142,26,Senegal
2021-02-03,21,13,0.0,11.6,5,48,No moonrise,11:58 AM,07:38 AM,07:10 PM,14,20,21,20,52,3,65,0.0,1012,21,10,138,25,Senegal
2021-02-04,21,20,0.0,11.6,6,40,12:43 AM,12:42 PM,07:38 AM,07:10 PM,16,21,21,21,48,17,75,0.0,1012,21,10,180,26,Senegal
2021-02-05,20,19,0.0,10.2,4,33,01:42 AM,01:30 PM,07:37 AM,07:11 PM,17,20,20,20,49,29,84,0.0,1014,20,10,12,34,Senegal
2021-02-06,19,9,0.0,11.6,5,25,02:41 AM,02:21 PM,07:37 AM,07:11 PM,15,17,18,17,56,21,77,0.0,1015,19,10,18,39,Senegal
2021-02-07,20,12,0.0,11.6,5,18,03:43 AM,03:16 PM,07:37 AM,07:11 PM,14,18,19,18,54,9,70,0.0,1014,20,10,19,36,Senegal
