date_time,Denmark_maxtempC,Denmark_mintempC,Denmark_totalSnow_cm,Denmark_sunHour,Denmark_uvIndex,Denmark_moon_illumination,Denmark_moonrise,Denmark_moonset,Denmark_sunrise,Denmark_sunset,Denmark_DewPointC,Denmark_FeelsLikeC,Denmark_HeatIndexC,Denmark_WindChillC,Denmark_WindGustKmph,Denmark_cloudcover,Denmark_humidity,Denmark_precipMM,Denmark_pressure,Denmark_tempC,Denmark_visibility,Denmark_winddirDegree,Denmark_windspeedKmph,Denmark_location
2020-09-20,20,15,0.0,12.6,5,17,09:49 AM,07:41 PM,05:52 AM,06:13 PM,11,17,17,17,9,2,66,0.0,1021,20,10,220,7,Denmark
2020-09-21,21,13,0.0,12.6,4,25,11:21 AM,08:02 PM,05:54 AM,06:10 PM,9,17,17,17,14,22,59,0.0,1017,21,10,234,9,Denmark
2020-09-22,20,15,0.0,12.5,5,32,12:50 PM,08:29 PM,05:56 AM,06:08 PM,10,17,17,17,12,3,61,0.0,1011,20,10,196,9,Denmark
2020-09-23,21,15,0.0,12.5,5,40,02:12 PM,09:07 PM,05:58 AM,06:05 PM,12,18,18,18,18,10,69,0.0,1003,21,10,211,12,Denmark
2020-09-24,18,15,0.0,11.7,4,47,03:20 PM,09:58 PM,06:00 AM,06:02 PM,10,17,17,17,31,50,66,0.2,1001,18,9,204,21,Denmark
2020-09-25,16,8,0.0,6.0,3,55,04:11 PM,11:01 PM,06:01 AM,06:00 PM,12,13,14,13,27,79,83,48.1,997,16,8,143,18,Denmark
2020-09-26,16,12,0.0,7.2,3,62,04:47 PM,No moonset,06:03 AM,05:57 PM,11,13,14,13,23,79,80,0.1,996,16,10,130,16,Denmark
2020-09-27,21,15,0.0,8.7,4,70,05:14 PM,12:13 AM,06:05 AM,05:55 PM,14,18,18,18,36,41,75,0.1,1003,21,10,64,24,Denmark
2020-09-28,18,14,0.0,5.8,4,78,05:33 PM,01:29 AM,06:07 AM,05:52 PM,12,16,16,16,22,55,78,0.4,1009,18,10,74,15,Denmark
2020-09-29,17,14,0.0,8.7,5,85,05:48 PM,02:45 AM,06:09 AM,05:50 PM,11,15,15,15,13,19,73,0.0,1016,17,10,146,9,Denmark
2020-09-30,17,14,0.0,8.7,5,93,06:00 PM,04:00 AM,06:11 AM,05:47 PM,11,15,15,15,19,25,79,0.0,1016,17,10,132,13,Denmark
2020-10-01,17,14,0.0,7.2,4,97,06:10 PM,05:13 AM,06:13 AM,05:44 PM,11,14,15,14,28,54,80,0.2,1010,17,10,109,20,Denmark
2020-10-02,17,14,0.0,4.2,4,100,06:21 PM,06:24 AM,06:15 AM,05:42 PM,11,15,15,15,36,81,76,0.7,1006,17,10,106,26,Denmark
2020-10-03,16,11,0.0,4.2,4,89,06:32 PM,07:37 AM,06:17 AM,05:39 PM,12,14,15,14,48,80,79,0.2,1001,16,10,94,34,Denmark
2020-10-04,16,11,0.0,5.7,3,82,06:44 PM,08:48 AM,06:19 AM,05:37 PM,12,13,14,13,29,67,81,24.4,996,16,9,169,19,Denmark
2020-10-05,17,13,0.0,7.2,4,74,07:00 PM,10:01 AM,06:21 AM,05:34 PM,9,14,14,14,26,56,70,3.0,1003,17,10,150,18,Denmark
2020-10-06,14,12,0.0,4.2,3,67,07:19 PM,11:14 AM,06:23 AM,05:32 PM,10,11,13,11,24,82,80,1.8,999,14,10,200,17,Denmark
2020-10-07,13,12,0.0,4.1,3,60,07:46 PM,12:26 PM,06:25 AM,05:29 PM,9,11,13,11,25,91,80,0.2,1001,13,10,208,17,Denmark
2020-10-08,14,11,0.0,4.1,3,53,08:22 PM,01:33 PM,06:27 AM,05:26 PM,9,11,12,11,26,62,80,1.5,1010,14,10,237,18,Denmark
2020-10-09,14,11,0.0,7.2,3,45,09:13 PM,02:32 PM,06:29 AM,05:24 PM,7,10,12,10,33,70,70,3.6,1011,14,10,259,23,Denmark
2020-10-10,13,10,0.0,7.2,3,38,10:18 PM,03:19 PM,06:31 AM,05:21 PM,6,8,11,8,36,52,69,2.9,1009,13,10,218,26,Denmark
2020-10-11,11,9,0.0,5.6,3,31,11:36 PM,03:55 PM,06:33 AM,05:19 PM,6,8,10,8,21,42,75,0.8,1011,11,10,164,15,Denmark
2020-10-12,13,9,0.0,8.7,4,23,No moonrise,04:21 PM,06:35 AM,05:16 PM,6,11,11,11,5,16,73,0.0,1015,13,10,146,3,Denmark
2020-10-13,12,9,0.0,8.7,4,16,01:02 AM,04:42 PM,06:37 AM,05:14 PM,6,9,11,9,18,33,74,0.0,1016,12,10,104,13,Denmark
2020-10-14,11,7,0.0,4.0,2,9,02:32 AM,04:58 PM,06:39 AM,05:11 PM,4,5,9,5,41,68,70,0.1,1018,11,9,34,30,Denmark
2020-10-15,9,7,0.0,7.1,2,2,04:04 AM,05:13 PM,06:41 AM,05:09 PM,2,5,8,5,27,52,67,0.0,1020,9,10,23,19,Denmark
2020-10-16,11,7,0.0,7.1,2,0,05:38 AM,05:28 PM,06:43 AM,05:06 PM,4,7,9,7,21,33,72,0.0,1021,11,10,28,14,Denmark
2020-10-17,11,7,0.0,8.7,3,0,07:13 AM,05:43 PM,06:45 AM,05:04 PM,4,7,9,7,15,32,72,0.0,1019,11,10,159,10,Denmark
2020-10-18,10,8,0.0,7.1,2,5,08:49 AM,06:02 PM,06:47 AM,05:01 PM,1,6,9,6,30,57,58,0.3,1012,10,10,307,21,Denmark
2020-10-19,10,6,0.0,7.1,2,13,10:24 AM,06:26 PM,06:49 AM,04:59 PM,3,6,9,6,25,59,66,1.0,1017,10,10,262,16,Denmark
2020-10-20,11,7,0.0,7.1,3,20,11:54 AM,07:00 PM,06:51 AM,04:57 PM,6,7,10,7,31,71,74,0.2,1014,11,9,188,21,Denmark
2020-10-21,13,5,0.0,3.8,3,27,01:10 PM,07:48 PM,06:53 AM,04:54 PM,11,9,11,9,35,100,90,7.1,1005,13,9,200,23,Denmark
2020-10-22,15,12,0.0,3.7,3,35,02:10 PM,08:48 PM,06:55 AM,04:52 PM,10,12,14,12,42,79,79,0.3,1004,15,10,236,27,Denmark
2020-10-23,13,7,0.0,3.7,3,42,02:52 PM,10:00 PM,06:57 AM,04:49 PM,8,9,11,9,30,74,76,0.5,1007,13,10,242,20,Denmark
2020-10-24,12,10,0.0,8.7,3,49,03:21 PM,11:16 PM,07:00 AM,04:47 PM,6,8,11,8,35,53,72,5.3,1007,12,9,251,24,Denmark
2020-10-25,14,10,0.0,3.5,3,56,03:42 PM,No moonset,07:02 AM,04:45 PM,10,10,12,10,34,87,85,5.8,1005,14,10,197,23,Denmark
2020-10-26,11,10,0.0,3.5,3,64,03:57 PM,12:33 AM,07:04 AM,04:42 PM,8,10,11,10,16,77,85,6.4,1003,11,10,197,10,Denmark
2020-10-27,10,5,0.0,3.5,2,71,04:09 PM,01:48 AM,07:06 AM,04:40 PM,6,7,10,7,34,75,78,0.8,1003,10,10,207,23,Denmark
2020-10-28,12,7,0.0,5.2,3,78,04:20 PM,03:01 AM,07:08 AM,04:38 PM,7,8,10,8,34,62,79,2.9,1004,12,10,212,23,Denmark
2020-10-29,11,9,0.0,3.5,3,85,04:30 PM,04:13 AM,07:10 AM,04:36 PM,6,7,10,7,30,77,78,0.6,1007,11,10,243,20,Denmark
2020-10-30,11,6,0.0,3.5,2,93,04:41 PM,05:25 AM,07:12 AM,04:33 PM,9,7,10,7,20,91,92,6.0,1012,11,9,195,13,Denmark
2020-10-31,13,8,0.0,3.4,3,97,04:52 PM,06:37 AM,07:14 AM,04:31 PM,11,10,11,10,23,81,93,0.4,1018,13,8,199,14,Denmark
2020-11-01,13,3,0.0,3.4,3,89,05:06 PM,07:50 AM,07:17 AM,04:29 PM,10,9,11,9,34,95,87,4.1,1009,13,9,193,23,Denmark
2020-11-02,17,10,0.0,3.4,4,81,05:24 PM,09:04 AM,07:19 AM,04:27 PM,12,13,14,13,44,94,83,2.9,1002,17,10,217,27,Denmark
2020-11-03,12,9,0.0,8.7,3,74,05:47 PM,10:17 AM,07:21 AM,04:25 PM,5,8,11,8,37,35,70,0.0,1014,12,10,240,25,Denmark
2020-11-04,10,8,0.0,5.2,2,66,06:20 PM,11:27 AM,07:23 AM,04:23 PM,4,6,9,6,33,50,74,1.1,1021,10,10,243,22,Denmark
2020-11-05,11,6,0.0,5.1,2,58,07:05 PM,12:28 PM,07:25 AM,04:21 PM,6,6,10,6,37,78,76,0.5,1029,11,10,275,25,Denmark
2020-11-06,13,9,0.0,6.9,3,51,08:04 PM,01:19 PM,07:27 AM,04:19 PM,10,10,11,10,25,53,87,0.0,1030,13,10,286,17,Denmark
2020-11-07,12,9,0.0,8.7,3,43,09:16 PM,01:57 PM,07:29 AM,04:17 PM,9,9,11,9,16,43,85,0.2,1026,12,10,229,11,Denmark
2020-11-08,13,8,0.0,8.7,4,36,10:36 PM,02:26 PM,07:31 AM,04:15 PM,8,10,10,10,9,15,87,0.0,1025,13,10,262,6,Denmark
2020-11-09,11,9,0.0,8.7,4,28,No moonrise,02:47 PM,07:33 AM,04:13 PM,8,8,10,8,17,14,88,0.0,1028,11,10,142,11,Denmark
2020-11-10,10,9,0.0,8.7,3,21,12:02 AM,03:04 PM,07:35 AM,04:11 PM,7,7,9,7,25,24,86,0.0,1029,10,10,127,17,Denmark
2020-11-11,9,2,0.0,3.3,2,13,01:31 AM,03:19 PM,07:38 AM,04:09 PM,6,6,8,6,20,77,83,0.1,1026,9,10,149,14,Denmark
2020-11-12,10,7,0.0,3.3,2,6,03:01 AM,03:32 PM,07:40 AM,04:08 PM,6,6,8,6,23,90,83,0.2,1019,10,10,170,16,Denmark
2020-11-13,10,5,0.0,6.9,2,0,04:33 AM,03:46 PM,07:42 AM,04:06 PM,7,7,8,7,15,61,89,1.4,1017,10,9,217,10,Denmark
2020-11-14,10,6,0.0,6.9,2,0,06:08 AM,04:03 PM,07:44 AM,04:04 PM,7,7,9,7,18,80,87,0.8,1015,10,8,210,11,Denmark
2020-11-15,12,8,0.0,5.0,3,0,07:45 AM,04:23 PM,07:46 AM,04:03 PM,9,8,11,8,32,65,87,0.0,1010,12,10,174,21,Denmark
2020-11-16,10,5,0.0,3.2,2,2,09:20 AM,04:52 PM,07:48 AM,04:01 PM,7,7,10,7,36,80,81,3.8,1006,10,10,208,24,Denmark
2020-11-17,10,6,0.0,3.0,2,9,10:47 AM,05:34 PM,07:50 AM,03:59 PM,7,7,10,7,33,76,85,1.9,1017,10,10,234,21,Denmark
2020-11-18,12,9,0.0,4.9,3,17,11:58 AM,06:30 PM,07:52 AM,03:58 PM,9,8,11,8,37,66,87,0.0,1018,12,10,225,24,Denmark
2020-11-19,10,-1,0.0,4.9,2,24,12:49 PM,07:40 PM,07:54 AM,03:56 PM,3,4,8,4,56,71,67,1.9,1005,10,9,254,38,Denmark
2020-11-20,6,2,0.0,4.9,1,32,01:25 PM,08:58 PM,07:55 AM,03:55 PM,-2,0,4,0,35,54,61,0.3,1024,6,10,284,23,Denmark
2020-11-21,9,3,0.0,3.0,2,39,01:49 PM,10:16 PM,07:57 AM,03:54 PM,4,3,7,3,42,92,79,1.7,1021,9,9,231,28,Denmark
2020-11-22,9,5,0.0,4.9,2,47,02:06 PM,11:34 PM,07:59 AM,03:52 PM,3,4,8,4,40,51,72,1.5,1015,9,9,264,26,Denmark
2020-11-23,8,7,0.0,7.5,2,54,02:19 PM,No moonset,08:01 AM,03:51 PM,3,4,8,4,42,59,72,0.4,1016,8,10,276,27,Denmark
2020-11-24,7,3,0.0,2.8,2,62,02:30 PM,12:48 AM,08:03 AM,03:50 PM,5,4,7,4,32,85,84,0.0,1020,7,10,233,21,Denmark
2020-11-25,8,6,0.0,2.8,2,70,02:40 PM,02:01 AM,08:05 AM,03:48 PM,5,5,8,5,25,78,85,0.0,1016,8,10,216,17,Denmark
2020-11-26,9,6,0.0,2.8,2,77,02:50 PM,03:13 AM,08:06 AM,03:47 PM,5,4,7,4,25,72,87,2.9,1014,9,10,261,16,Denmark
2020-11-27,7,5,0.0,7.4,3,85,03:01 PM,04:24 AM,08:08 AM,03:46 PM,4,4,6,4,13,16,86,0.0,1020,7,10,231,8,Denmark
2020-11-28,4,3,0.0,7.4,2,92,03:14 PM,05:38 AM,08:10 AM,03:45 PM,0,1,4,1,15,21,78,0.0,1026,4,10,62,10,Denmark
2020-11-29,4,-3,0.0,7.3,2,100,03:30 PM,06:51 AM,08:12 AM,03:44 PM,1,1,3,1,10,1,80,0.0,1027,4,10,18,8,Denmark
2020-11-30,4,-1,0.0,2.7,1,100,03:51 PM,08:05 AM,08:13 AM,03:43 PM,0,-1,3,-1,19,67,83,0.0,1021,4,10,258,13,Denmark
2020-12-01,5,2,0.0,2.7,1,89,04:20 PM,09:18 AM,08:15 AM,03:42 PM,2,1,4,1,23,80,84,1.1,1017,5,8,138,16,Denmark
2020-12-02,5,3,0.0,2.7,1,82,05:01 PM,10:23 AM,08:17 AM,03:42 PM,2,2,5,2,20,100,81,0.8,1020,5,8,140,14,Denmark
2020-12-03,3,-3,0.0,2.7,1,75,05:56 PM,11:18 AM,08:18 AM,03:41 PM,-1,-2,2,-2,33,73,78,0.1,1005,3,10,164,23,Denmark
2020-12-04,5,1,0.0,2.7,1,67,07:05 PM,12:00 PM,08:20 AM,03:40 PM,1,-0,4,-0,34,95,79,0.0,997,5,10,139,24,Denmark
2020-12-05,6,-0,0.0,4.7,2,60,08:22 PM,12:31 PM,08:21 AM,03:40 PM,4,2,5,2,29,77,84,0.0,1000,6,10,116,18,Denmark
2020-12-06,8,-0,0.0,4.7,2,53,09:45 PM,12:54 PM,08:22 AM,03:39 PM,4,3,6,3,24,83,86,0.1,1005,8,10,125,15,Denmark
2020-12-07,8,5,0.0,2.7,2,46,11:10 PM,01:12 PM,08:24 AM,03:39 PM,5,3,7,3,46,84,81,0.0,1004,8,10,125,31,Denmark
2020-12-08,6,-2,0.0,2.7,1,38,No moonrise,01:26 PM,08:25 AM,03:38 PM,4,2,5,2,30,99,85,0.4,1009,6,9,125,21,Denmark
2020-12-09,5,-2,0.0,2.7,1,31,12:36 AM,01:39 PM,08:26 AM,03:38 PM,3,0,5,0,33,100,84,1.5,1012,5,9,115,23,Denmark
2020-12-10,4,-1,0.0,2.7,1,24,02:04 AM,01:52 PM,08:28 AM,03:37 PM,1,-1,4,-1,30,100,80,0.6,1011,4,9,116,22,Denmark
2020-12-11,4,1,0.3,2.7,1,17,03:35 AM,02:06 PM,08:29 AM,03:37 PM,1,0,4,0,22,92,81,0.5,1005,4,9,118,15,Denmark
2020-12-12,5,1,0.0,2.7,2,9,05:08 AM,02:24 PM,08:30 AM,03:37 PM,2,0,4,0,33,98,82,0.2,1004,5,10,122,23,Denmark
2020-12-13,6,2,0.0,2.6,2,2,06:42 AM,02:48 PM,08:31 AM,03:37 PM,2,3,5,3,16,92,78,0.2,1011,6,10,120,11,Denmark
2020-12-14,6,1,0.0,2.6,2,0,08:14 AM,03:21 PM,08:32 AM,03:37 PM,3,1,5,1,29,94,86,0.5,1013,6,10,156,19,Denmark
2020-12-15,7,4,0.0,2.6,2,0,09:35 AM,04:09 PM,08:33 AM,03:37 PM,5,3,6,3,25,97,89,0.5,1010,7,8,170,16,Denmark
2020-12-16,7,3,0.0,7.0,2,5,10:37 AM,05:15 PM,08:34 AM,03:37 PM,5,4,6,4,19,42,93,2.4,1017,7,6,239,11,Denmark
2020-12-17,7,5,0.0,2.6,2,12,11:22 AM,06:31 PM,08:35 AM,03:37 PM,5,3,7,3,30,76,89,1.4,1018,7,9,188,19,Denmark
2020-12-18,7,6,0.0,4.7,2,20,11:51 AM,07:53 PM,08:35 AM,03:38 PM,5,3,6,3,27,63,90,0.0,1019,7,10,219,17,Denmark
2020-12-19,7,6,0.0,7.0,3,27,12:11 PM,09:14 PM,08:36 AM,03:38 PM,4,2,6,2,29,19,88,0.0,1017,7,10,179,18,Denmark
2020-12-20,7,4,0.0,2.6,2,34,12:26 PM,10:31 PM,08:37 AM,03:38 PM,6,4,7,4,24,85,91,0.4,1017,7,9,194,15,Denmark
2020-12-21,7,-2,0.0,2.6,2,41,12:38 PM,11:46 PM,08:37 AM,03:39 PM,4,2,6,2,26,86,87,0.5,1017,7,10,203,18,Denmark
2020-12-22,8,4,0.0,4.7,2,49,12:49 PM,No moonset,08:38 AM,03:39 PM,4,3,7,3,43,74,84,5.5,1005,8,9,218,28,Denmark
2020-12-23,6,5,0.0,4.7,2,56,12:59 PM,12:58 AM,08:38 AM,03:40 PM,3,3,5,3,21,56,86,0.7,1010,6,10,234,13,Denmark
2020-12-24,4,3,0.0,2.6,1,63,01:09 PM,02:10 AM,08:38 AM,03:41 PM,2,1,4,1,17,94,86,4.1,1005,4,10,106,11,Denmark
2020-12-25,2,1,0.0,7.0,2,70,01:21 PM,03:22 AM,08:39 AM,03:41 PM,-3,-3,2,-3,28,9,69,0.0,1017,2,10,330,18,Denmark
2020-12-26,4,-2,0.0,2.6,1,78,01:36 PM,04:35 AM,08:39 AM,03:42 PM,1,-2,2,-2,33,92,85,0.2,1013,4,10,242,22,Denmark
2020-12-27,5,-2,1.6,2.6,1,85,01:55 PM,05:50 AM,08:39 AM,03:43 PM,2,-3,3,-3,54,100,90,6.3,992,5,5,185,39,Denmark
2020-12-28,5,-2,0.0,2.6,1,92,02:20 PM,07:03 AM,08:39 AM,03:44 PM,1,-1,3,-1,32,100,81,2.3,984,5,9,140,23,Denmark
2020-12-29,6,2,0.0,2.6,1,100,02:57 PM,08:12 AM,08:39 AM,03:45 PM,3,1,4,1,21,100,91,7.7,982,6,9,124,15,Denmark
2020-12-30,4,0,0.0,2.7,1,100,03:48 PM,09:13 AM,08:39 AM,03:46 PM,1,-1,3,-1,32,99,84,0.7,994,4,10,197,23,Denmark
2020-12-31,5,3,0.0,2.7,1,89,04:54 PM,10:00 AM,08:39 AM,03:47 PM,2,-0,4,-0,29,99,87,4.6,1001,5,8,207,20,Denmark
2021-01-01,4,-5,2.0,2.7,1,79,06:10 PM,10:35 AM,08:38 AM,03:48 PM,1,-1,2,-1,15,90,88,2.4,1006,4,6,214,10,Denmark
2021-01-02,2,-2,0.0,6.7,1,71,07:33 PM,11:00 AM,08:38 AM,03:50 PM,-0,0,2,0,8,53,87,0.0,1013,2,10,189,5,Denmark
2021-01-03,3,1,0.0,2.7,1,64,08:58 PM,11:19 AM,08:38 AM,03:51 PM,-1,-3,2,-3,28,49,80,0.0,1022,3,10,53,18,Denmark
2021-01-04,1,0,0.0,2.7,1,57,10:23 PM,11:34 AM,08:37 AM,03:52 PM,-3,-5,1,-5,34,65,77,0.0,1024,1,10,46,23,Denmark
2021-01-05,2,-1,0.0,4.7,1,50,11:49 PM,11:47 AM,08:37 AM,03:54 PM,-2,-4,1,-4,32,73,78,0.0,1023,2,10,46,21,Denmark
2021-01-06,2,0,11.0,2.7,1,42,No moonrise,12:00 PM,08:36 AM,03:55 PM,0,-4,1,-4,35,99,91,13.2,1016,2,4,36,24,Denmark
2021-01-07,1,0,1.1,2.7,1,35,01:15 AM,12:13 PM,08:36 AM,03:57 PM,0,-4,1,-4,24,100,95,1.9,1010,1,5,48,16,Denmark
2021-01-08,1,-6,1.4,2.7,1,28,02:44 AM,12:28 PM,08:35 AM,03:58 PM,-0,-4,-0,-4,21,100,95,1.9,1012,1,6,24,14,Denmark
2021-01-09,0,-3,0.0,7.7,1,20,04:14 AM,12:48 PM,08:34 AM,04:00 PM,-2,-4,-0,-4,17,62,88,0.0,1021,0,10,160,11,Denmark
2021-01-10,2,-2,0.0,4.8,1,13,05:45 AM,01:16 PM,08:34 AM,04:01 PM,-0,-3,1,-3,27,72,90,1.5,1019,2,10,234,17,Denmark
2021-01-11,5,0,0.0,2.9,1,6,07:10 AM,01:56 PM,08:33 AM,04:03 PM,2,-2,3,-2,40,94,89,3.0,1009,5,10,226,26,Denmark
2021-01-12,3,0,2.2,7.7,1,0,08:20 AM,02:52 PM,08:32 AM,04:05 PM,-3,-3,2,-3,36,54,72,5.7,995,3,8,281,24,Denmark
2021-01-13,1,-0,0.1,4.8,1,0,09:13 AM,04:04 PM,08:31 AM,04:06 PM,-4,-5,1,-5,41,88,71,0.6,999,1,8,251,27,Denmark
2021-01-14,-1,-2,0.0,7.8,2,1,09:49 AM,05:25 PM,08:30 AM,04:08 PM,-4,-6,-1,-6,27,38,80,0.0,1019,-1,10,25,18,Denmark
2021-01-15,-4,-4,0.0,4.9,1,8,10:13 AM,06:47 PM,08:29 AM,04:10 PM,-7,-9,-4,-9,20,43,82,0.0,1025,-4,10,97,13,Denmark
2021-01-16,-1,-9,0.0,7.9,2,16,10:31 AM,08:08 PM,08:27 AM,04:12 PM,-6,-7,-3,-7,13,5,80,0.0,1024,-1,10,282,9,Denmark
2021-01-17,0,-8,0.1,3.0,1,23,10:44 AM,09:26 PM,08:26 AM,04:14 PM,-3,-5,-2,-5,13,65,86,0.1,1019,0,10,167,8,Denmark
2021-01-18,3,-3,0.3,3.0,1,30,10:56 AM,10:40 PM,08:25 AM,04:15 PM,0,-4,1,-4,27,94,94,4.1,1013,3,9,217,17,Denmark
2021-01-19,2,-5,0.3,3.0,1,38,11:06 AM,11:53 PM,08:24 AM,04:17 PM,1,-3,1,-3,24,95,96,3.8,1002,2,8,202,14,Denmark
2021-01-20,6,0,0.0,3.0,2,45,11:16 AM,No moonset,08:22 AM,04:19 PM,4,1,5,1,42,100,93,4.0,993,6,9,215,26,Denmark
2021-01-21,7,5,0.0,6.8,2,52,11:28 AM,01:06 AM,08:21 AM,04:21 PM,2,1,6,1,45,49,77,0.3,991,7,9,199,28,Denmark
2021-01-22,6,3,0.8,3.0,1,59,11:41 AM,02:18 AM,08:19 AM,04:23 PM,1,-1,5,-1,46,86,80,3.5,986,6,7,213,31,Denmark
2021-01-23,3,2,0.0,3.0,1,67,11:57 AM,03:32 AM,08:18 AM,04:25 PM,0,0,2,0,16,67,86,0.0,995,3,10,159,10,Denmark
2021-01-24,3,1,0.0,3.0,1,74,12:20 PM,04:46 AM,08:16 AM,04:27 PM,-0,0,2,0,8,79,87,0.0,995,3,10,218,5,Denmark
2021-01-25,3,1,0.0,6.8,1,81,12:52 PM,05:57 AM,08:15 AM,04:29 PM,-0,-1,1,-1,15,64,87,0.1,999,3,10,271,10,Denmark
2021-01-26,2,1,0.0,3.1,1,88,01:37 PM,07:01 AM,08:13 AM,04:31 PM,-2,-3,1,-3,21,75,80,0.0,1006,2,10,313,14,Denmark
2021-01-27,2,-3,1.5,3.1,1,96,02:37 PM,07:54 AM,08:12 AM,04:34 PM,0,-3,1,-3,24,89,92,1.9,1008,2,8,263,16,Denmark
2021-01-28,0,-1,1.5,8.3,1,100,03:51 PM,08:34 AM,08:10 AM,04:36 PM,-3,-5,-0,-5,25,43,80,2.5,1003,0,7,315,17,Denmark
2021-01-29,-1,-2,0.0,3.1,1,90,05:14 PM,09:03 AM,08:08 AM,04:38 PM,-7,-5,-1,-5,17,76,66,0.0,1001,-1,10,129,12,Denmark
2021-01-30,-1,-5,0.3,5.0,1,82,06:41 PM,09:25 AM,08:06 AM,04:40 PM,-5,-6,-2,-6,18,84,78,0.4,1000,-1,8,153,13,Denmark
2021-01-31,1,-3,0.0,8.4,2,79,08:08 PM,09:41 AM,08:05 AM,04:42 PM,-3,-5,-0,-5,27,29,83,0.0,998,1,10,268,16,Denmark
2021-02-01,1,-7,0.0,3.2,1,63,09:36 PM,09:55 AM,08:03 AM,04:44 PM,-2,-4,-0,-4,16,61,87,0.0,1001,1,10,218,10,Denmark
2021-02-02,0,-1,0.0,6.9,1,55,11:03 PM,10:07 AM,08:01 AM,04:46 PM,-3,-2,0,-2,11,42,79,0.0,1002,0,10,215,8,Denmark
2021-02-03,0,-3,1.0,3.3,1,48,No moonrise,10:20 AM,07:59 AM,04:49 PM,-2,-6,-0,-6,35,100,88,5.5,1003,0,4,88,24,Denmark
2021-02-04,-2,-3,0.1,3.4,1,40,12:30 AM,10:34 AM,07:57 AM,04:51 PM,-6,-8,-2,-8,27,71,77,0.4,1016,-2,9,71,19,Denmark
2021-02-05,-3,-8,0.0,6.9,1,33,02:00 AM,10:52 AM,07:55 AM,04:53 PM,-9,-10,-4,-10,24,60,70,0.0,1024,-3,10,84,17,Denmark
2021-02-06,-3,-5,0.0,8.7,2,25,03:29 AM,11:16 AM,07:53 AM,04:55 PM,-9,-11,-5,-11,29,8,69,0.0,1026,-3,10,70,21,Denmark
2021-02-07,-2,-5,0.1,3.4,1,18,04:54 AM,11:50 AM,07:51 AM,04:57 PM,-7,-11,-4,-11,42,87,75,2.1,1021,-2,2,76,30,Denmark
